Name,Símbolo,Mercado,Último (Preço),%,Data/Hora,Link
EBAY,2EBAY,MTAH,"EUR 72,82","0,79%",12 Dec 2025,https://live.euronext.com/pt/product/equities/US2786421030-MTAH
EBAY,1EBAY,BGEM,"EUR 82,16","-1,20%",15:31 CET,https://live.euronext.com/pt/product/equities/US2786421030-BGEM
EBAY,4EBAY,ETLX,"EUR 81,13","0,67%",22 Oct 2025,https://live.euronext.com/pt/product/equities/US2786421030-ETLX
EBUSCO HOLDING,EBUS,XAMS,"EUR 0,421","-1,36%",17:35 CET,https://live.euronext.com/pt/product/equities/NL0015002AG2-XAMS
ECFC,,VPXB,"EUR 4 120,00","8,99%",26 May 2020,https://live.euronext.com/pt/product/equities/BE0003783975-VPXB
ECHOSTAR CORP-A,1SATS,BGEM,"EUR 104,00","-4,59%",17:17 CET,https://live.euronext.com/pt/product/equities/US2787681061-BGEM
ECKERT & ZIEGLER,1EUZ,BGEM,"EUR 16,33","0,31%",12 Jan 2026,https://live.euronext.com/pt/product/equities/DE0005659700-BGEM
ECKERT & ZIEGLER,4EUZ,ETLX,"EUR 66,40","2,47%",09 Jul 2025,https://live.euronext.com/pt/product/equities/DE0005659700-ETLX
ECKERT&ZIEGLER,2EUZ,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/DE0005659700-MTAH
ECOLAB,1ECL,BGEM,"EUR 235,70","0,90%",14 Jan 2026,https://live.euronext.com/pt/product/equities/US2788651006-BGEM
ECOLAB,4ECL,ETLX,"EUR 222,00","-3,01%",04 Apr 2025,https://live.euronext.com/pt/product/equities/US2788651006-ETLX
ECOLAB,2ECL,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/US2788651006-MTAH
ECOMEMBRANE,ECMB,EXGM,"EUR 3,66","-2,14%",17:20 CET,https://live.euronext.com/pt/product/equities/IT0005543332-EXGM
ECOMIAM,ALECO,ALXP,"EUR 2,20","0,46%",16:33 CET,https://live.euronext.com/pt/product/equities/FR0013534617-ALXP
ENOGIA,ALENO,ALXP,"EUR 6,70","1,82%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0014004974-ALXP
ENOVIX CORP,1ENVX,BGEM,"EUR 7,059","-0,90%",16:37 CET,https://live.euronext.com/pt/product/equities/US2935941078-BGEM
Enphase Energy,1ENPH,BGEM,"EUR 30,27","-0,39%",16:37 CET,https://live.euronext.com/pt/product/equities/US29355A1079-BGEM
ENSIGN GROUP INC,1ENSG,BGEM,"EUR 148,00",-,28 Aug 2025,https://live.euronext.com/pt/product/equities/US29358P1012-BGEM
ENSURGE MICROPOWER,ENSU,XOSL,"NOK 0,78","-2,50%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0013186460-XOSL
ENTECH,ALESE,ALXP,"EUR 8,46","1,68%",17:27 CET,https://live.euronext.com/pt/product/equities/FR0014004362-ALXP
ENTEGRIS INC,1ENTG,BGEM,"EUR 99,81","0,72%",14:54 CET,https://live.euronext.com/pt/product/equities/US29362U1043-BGEM
Entergy Corp,1ETR,BGEM,"EUR 84,50","1,20%",07 Nov 2025,https://live.euronext.com/pt/product/equities/US29364G1031-BGEM
ENTRA,ENTRA,XOSL,"NOK 114,60","0,35%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010716418-XOSL
ENTREPRENDRE,ALENR,ALXP,"EUR 6,60","-1,49%",01 Jul 2025,https://live.euronext.com/pt/product/equities/FR0000045122-ALXP
ENVIPCO,ENVI,XAMS,"EUR 4,51","0,67%",17:35 CET,https://live.euronext.com/pt/product/equities/NL0015000GX8-XAMS
ENVIPCO HOLDING,ENVIP,XOSL,"NOK 53,20","1,92%",16:27 CET,https://live.euronext.com/pt/product/equities/NL0015000GX8-XOSL
EO2,ALEO2,ALXP,"EUR 2,78",-,17:35 CET,https://live.euronext.com/pt/product/equities/FR0010465534-ALXP
EOG Resources Inc,1EOG,BGEM,"EUR 93,10","-1,66%",10:52 CET,https://live.euronext.com/pt/product/equities/US26875P1012-BGEM
EPAM Systems Inc,1EPAM,BGEM,"EUR 185,90","-0,54%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US29414B1044-BGEM
Epiroc,1EPIA,BGEM,-,-,-,https://live.euronext.com/pt/product/equities/SE0015658109-BGEM
EPRCOMUNICAZIONE,EPRB,EXGM,"EUR 1,37","-0,72%",17:08 CET,https://live.euronext.com/pt/product/equities/IT0005519837-EXGM
EQT AB,1EQT,BGEM,"EUR 32,00","4,68%",14 Jan 2026,https://live.euronext.com/pt/product/equities/SE0012853455-BGEM
EQT Corp,1EQTC,BGEM,"EUR 43,125","-0,65%",14:55 CET,https://live.euronext.com/pt/product/equities/US26884L1098-BGEM
EQUASENS,EQS,XPAR,"EUR 40,85","-2,51%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0012882389-XPAR
Equifax Inc,1EFX,BGEM,"EUR 194,00","1,57%",09 Jan 2026,https://live.euronext.com/pt/product/equities/US2944291051-BGEM
EQUINOR,EQNR,XOSL,"NOK 256,00","3,48%",16:29 CET,https://live.euronext.com/pt/product/equities/NO0010096985-XOSL
EQUITA GROUP,EQUI,MTAA,"EUR 6,44","0,47%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005312027-MTAA
EQVA,EQVA,XOSL,"NOK 3,20","2,56%",15:34 CET,https://live.euronext.com/pt/product/equities/NO0010708605-XOSL
ER Capital,ERC,XAMS,"EUR 0,935","6,25%",13:19 CET,https://live.euronext.com/pt/product/equities/NL0010389508-XAMS
ERAMET,2ERA,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0000131757-MTAH
ERAMET,ERA,XPAR,"EUR 80,85","-5,11%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000131757-XPAR
ERG,2ERG,MTAH,"EUR 22,66",-,18:32 CET,https://live.euronext.com/pt/product/equities/IT0001157020-MTAH
ERG,ERG,MTAA,"EUR 22,66","1,34%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0001157020-MTAA
ERICSSON - CLASS B,2ERICB,MTAH,"EUR 7,014","-2,96%",30 Jun 2025,https://live.euronext.com/pt/product/equities/SE0000108656-MTAH
ERICSSON - CLASS B,1ERICB,BGEM,"EUR 8,126","-0,71%",06 Jan 2026,https://live.euronext.com/pt/product/equities/SE0000108656-BGEM
ERICSSON - CLASS B,4ERICB,ETLX,"EUR 7,168","-2,24%",09 Jul 2025,https://live.euronext.com/pt/product/equities/SE0000108656-ETLX
ERREDUE,RDUE,EXGM,"EUR 7,55","0,67%",16:32 CET,https://live.euronext.com/pt/product/equities/IT0005521247-EXGM
Erste Group Bank,4EBS,ETLX,"EUR 101,60","1,86%",19 Dec 2025,https://live.euronext.com/pt/product/equities/AT0000652011-ETLX
Erste Group Bank,1EBS,BGEM,"EUR 105,00","0,48%",15 Jan 2026,https://live.euronext.com/pt/product/equities/AT0000652011-BGEM
ES VEDRA,MLESV,XMLI,"EUR 1,11",-,18 Dec 2025,https://live.euronext.com/pt/product/equities/ES0105964003-XMLI
ESAUTOMOTION,ESAU,EXGM,"EUR 3,08","-0,65%",17:02 CET,https://live.euronext.com/pt/product/equities/IT0005337107-EXGM
ESI,ESIGM,EXGM,"EUR 1,465","2,45%",15 Jan 2026,https://live.euronext.com/pt/product/equities/IT0005421885-EXGM
ESPE,ESPE,EXGM,"EUR 2,96","-0,67%",12:56 CET,https://live.euronext.com/pt/product/equities/IT0005573818-EXGM
ESPRINET,PRT,MTAA,"EUR 6,13","-1,45%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0003850929-MTAA
ESSILORLUXOTTICA,2EL,MTAH,"EUR 281,00","-0,35%",15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000121667-MTAH
ESSILORLUXOTTICA,1EL,BGEM,"EUR 270,60","-4,25%",17:29 CET,https://live.euronext.com/pt/product/equities/FR0000121667-BGEM
ESSILORLUXOTTICA,4EL,ETLX,"EUR 271,10","-4,10%",17:27 CET,https://live.euronext.com/pt/product/equities/FR0000121667-ETLX
ESSILORLUXOTTICA,EL,XPAR,"EUR 271,00","-3,90%",17:37 CET,https://live.euronext.com/pt/product/equities/FR0000121667-XPAR
Essity,1ESSI,BGEM,"EUR 22,10","1,10%",14 Aug 2025,https://live.euronext.com/pt/product/equities/SE0009922164-BGEM
ESTEE LAUDER COMP,2ELX,MTAH,"EUR 89,60","0,90%",09 Dec 2025,https://live.euronext.com/pt/product/equities/US5184391044-MTAH
ESTEE LAUDER COMP,4ELX,ETLX,"EUR 75,40","-0,79%",21 Nov 2025,https://live.euronext.com/pt/product/equities/US5184391044-ETLX
ESTEE LAUDER COMP,1ELX,BGEM,"EUR 98,00","-2,97%",17:35 CET,https://live.euronext.com/pt/product/equities/US5184391044-BGEM
ESTORIL SOL N,ESON,XLIS,"EUR 3,20",-,14 Jan 2026,https://live.euronext.com/pt/product/equities/PTESO0AM0000-XLIS
ESTRIMA,ESTM,EXGM,"EUR 0,1355","-4,24%",10:39 CET,https://live.euronext.com/pt/product/equities/IT0005468191-EXGM
ETEX,,VPXB,"EUR 13,00",-,13 Jan 2026,https://live.euronext.com/pt/product/equities/BE0941244536-VPXB
ETHERO,ALENT,ALXP,"EUR 1,375","-0,36%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0010424697-ALXP
ETSY,2ETSY,MTAH,"EUR 54,19","-0,57%",26 Sep 2025,https://live.euronext.com/pt/product/equities/US29786A1060-MTAH
ETSY,4ETSY,ETLX,"EUR 66,36","3,90%",29 Oct 2025,https://live.euronext.com/pt/product/equities/US29786A1060-ETLX
ETSY,1ETSY,BGEM,"EUR 46,385","1,61%",16 Dec 2025,https://live.euronext.com/pt/product/equities/US29786A1060-BGEM
EUKEDOS,EUK,MTAA,"EUR 0,72","4,35%",17:29 CET,https://live.euronext.com/pt/product/equities/IT0004818297-MTAA
EURASIA FONC INV,EFI,XPAR,"EUR 0,186",-,21 Nov 2025,https://live.euronext.com/pt/product/equities/FR0000061475-XPAR
EURASIA GROUPE,ALEUA,ALXP,"EUR 1,22",-,05 Jun 2025,https://live.euronext.com/pt/product/equities/FR0010844001-ALXP
EURAZEO,2RF,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0000121121-MTAH
EURAZEO,RF,XPAR,"EUR 53,05","-0,28%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000121121-XPAR
EUROAPI,2EAPI,MTAH,"EUR 2,73","-2,92%",20 Feb 2025,https://live.euronext.com/pt/product/equities/FR0014008VX5-MTAH
EUROAPI,EAPI,XPAR,"EUR 2,184","0,18%",17:38 CET,https://live.euronext.com/pt/product/equities/FR0014008VX5-XPAR
EUROBIO-SCIENTIFIC,ALERS,ALXP,"EUR 23,80","-0,83%",15:54 CET,https://live.euronext.com/pt/product/equities/FR0013240934-ALXP
EUROCASTLE INVEST.,ECT,XAMS,"EUR 12,40","5,98%",15:17 CET,https://live.euronext.com/pt/product/equities/GB00B94QM994-XAMS
EUROCOMMERCIAL,2ECMPA,MTAH,"EUR 27,40","4,78%",26 Sep 2025,https://live.euronext.com/pt/product/equities/NL0015000K93-MTAH
EUROCOMMERCIAL,ECMPA,"XAMS, XBRU","EUR 25,40","-1,36%",17:35 CET,https://live.euronext.com/pt/product/equities/NL0015000K93-XAMS
EUROCOMMERCIAL,ECMPM,MTAA,"EUR 25,30","-2,69%",16:07 CET,https://live.euronext.com/pt/product/equities/NL0015000K93-MTAA
EUROFINS CEREP,ALECR,ALXP,"EUR 17 800,00",-,29 Dec 2025,https://live.euronext.com/pt/product/equities/FR0013256518-ALXP
EUROFINS SCIENT,4ERF,ETLX,"EUR 61,90","-0,77%",30 Dec 2025,https://live.euronext.com/pt/product/equities/FR0014000MR3-ETLX
EUROFINS SCIENT.,ERF,XPAR,"EUR 72,12","-0,47%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0014000MR3-XPAR
EUROFINS SCIENT.,2ERF,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0014000MR3-MTAH
EUROGROUP LAM,EGLA,MTAA,"EUR 3,488","-0,11%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005527616-MTAA
EUROLAND CORPORATE,ALERO,ALXP,"EUR 2,94","-0,68%",15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0010157115-ALXP
EUROLOG CANOLA,MLCAN,XMLI,"EUR 1 320,00",-,11 Aug 2021,https://live.euronext.com/pt/product/equities/ES0105586004-XMLI
EURONET WORLDWIDE,1EEFT,BGEM,"EUR 72,00","-1,37%",24 Oct 2025,https://live.euronext.com/pt/product/equities/US2987361092-BGEM
EURONEXT,ENXP,XLIS,-,-,-,https://live.euronext.com/pt/product/equities/NL0006294274-XLIS
EURONEXT,2ENX,MTAH,"EUR 154,10",-,06 May 2025,https://live.euronext.com/pt/product/equities/NL0006294274-MTAH
EURONEXT,ENX,"XPAR, XAMS, XBRU","EUR 121,80","0,08%",17:35 CET,https://live.euronext.com/pt/product/equities/NL0006294274-XPAR
EUROPACORP,ALECP,ALXP,"EUR 0,425",-,15:18 CET,https://live.euronext.com/pt/product/equities/FR0010490920-ALXP
European Medical S,ALEMS,"ALXB, ALXP","EUR 4,999","-1,96%",17:38 CET,https://live.euronext.com/pt/product/equities/BE0974497290-ALXB
EUROPLASMA,ALEUP,ALXP,"EUR 0,1349","-0,07%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0014011QJ8-ALXP
EUROPRIS,EPR,XOSL,"NOK 90,90","0,22%",16:25 CET,https://live.euronext.com/pt/product/equities/NO0010735343-XOSL
EUROTECH,ETH,MTAA,"EUR 1,036","0,39%",17:36 CET,https://live.euronext.com/pt/product/equities/IT0003895668-MTAA
EUTELSAT COMMUNIC.,ETL,XPAR,"EUR 2,235","-0,89%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0010221234-XPAR
EUTELSAT COMMUNIC.,2ETL,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0010221234-MTAH
Everest Group Ltd,1EG,BGEM,"EUR 280,00","-1,13%",13 Jan 2026,https://live.euronext.com/pt/product/equities/BMG3223R1088-BGEM
EVERGREEN,EGR,XPAR,"EUR 0,33","0,03%",08 Apr 2025,https://live.euronext.com/pt/product/equities/FR0000035784-XPAR
Evergy Inc,1EVRG,BGEM,"EUR 62,02","1,54%",18 Dec 2025,https://live.euronext.com/pt/product/equities/US30034W1062-BGEM
EVERSOURCE ENERGY,1ES,BGEM,"EUR 54,50","-6,03%",22 Dec 2025,https://live.euronext.com/pt/product/equities/US30040W1080-BGEM
EVERSOURCE ENERGY,4ES,ETLX,"EUR 59,00","1,72%",15 Dec 2025,https://live.euronext.com/pt/product/equities/US30040W1080-ETLX
EVERSOURCE ENERGY,2ES,MTAH,"EUR 64,50","1,58%",29 Oct 2025,https://live.euronext.com/pt/product/equities/US30040W1080-MTAH
EVISO,EVISO,EXGM,"EUR 7,74","-0,13%",17:37 CET,https://live.euronext.com/pt/product/equities/IT0005430936-EXGM
EVN AG,1EVN,BGEM,"EUR 29,00","-1,36%",09 Jan 2026,https://live.euronext.com/pt/product/equities/AT0000741053-BGEM
Evolution AB,1EVO,BGEM,"EUR 57,10","1,35%",14 Jan 2026,https://live.euronext.com/pt/product/equities/SE0012673267-BGEM
EVONIK INDUSTRIES,1EVK,BGEM,"EUR 13,10","-3,11%",16:42 CET,https://live.euronext.com/pt/product/equities/DE000EVNK013-BGEM
EVONIK INDUSTRIES,4EVK,ETLX,"EUR 12,94",-,08 Dec 2025,https://live.euronext.com/pt/product/equities/DE000EVNK013-ETLX
EVONIK INDUSTRIES,2EVK,MTAH,"EUR 18,305","-3,51%",25 Jul 2024,https://live.euronext.com/pt/product/equities/DE000EVNK013-MTAH
EVOTEC,1EVT,BGEM,"EUR 6,308","-0,28%",17:21 CET,https://live.euronext.com/pt/product/equities/DE0005664809-BGEM
EVOTEC,2EVT,MTAH,"EUR 5,20","-1,10%",07 Nov 2025,https://live.euronext.com/pt/product/equities/DE0005664809-MTAH
EVOTEC,4EVT,ETLX,"EUR 5,70","-2,83%",08 Sep 2025,https://live.euronext.com/pt/product/equities/DE0005664809-ETLX
FMC Corp,1FMC,BGEM,"EUR 13,42","3,03%",16:09 CET,https://live.euronext.com/pt/product/equities/US3024913036-BGEM
FNAC DARTY,2FNAC,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/FR0011476928-MTAH
FNAC DARTY,FNAC,XPAR,"EUR 28,35","-2,24%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0011476928-XPAR
FNM,FNM,MTAA,"EUR 0,516","-0,39%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0000060886-MTAA
FNPTECHNOLOGIESSA,MLFNP,XMLI,"EUR 0,17","0,59%",18 Dec 2025,https://live.euronext.com/pt/product/equities/FR0013230067-XMLI
FONCIERE 7 INVEST,LEBL,XPAR,"EUR 0,30",-,07 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000065930-XPAR
FONCIERE INEA,INEA,XPAR,"EUR 34,00",-,17:35 CET,https://live.euronext.com/pt/product/equities/FR0010341032-XPAR
FONCIERE VINDI,MLVIN,XMLI,"EUR 4,58","-0,43%",13 Jan 2026,https://live.euronext.com/pt/product/equities/FR0011605617-XMLI
FONCIERE VOLTA,SPEL,XPAR,"EUR 9,50","18,75%",11:30 CET,https://live.euronext.com/pt/product/equities/FR0000053944-XPAR
FOPE,FPE,EXGM,"EUR 42,00","0,96%",14:52 CET,https://live.euronext.com/pt/product/equities/IT0005203424-EXGM
FORD MOTOR,1F,BGEM,"EUR 12,006","0,17%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US3453708600-BGEM
FORD MOTOR,2F,MTAH,"EUR 11,558","0,14%",13 Nov 2025,https://live.euronext.com/pt/product/equities/US3453708600-MTAH
FORD MOTOR,4F,ETLX,"EUR 11,136","-0,94%",05 Dec 2025,https://live.euronext.com/pt/product/equities/US3453708600-ETLX
FORESTIERE EQUAT.,FORE,XPAR,"EUR 675,00",-,23 Oct 2025,https://live.euronext.com/pt/product/equities/CI0000053161-XPAR
FORFARMERS,FFARM,XAMS,"EUR 5,09","0,20%",17:35 CET,https://live.euronext.com/pt/product/equities/NL0011832811-XAMS
FORSEE POWER,FORSE,XPAR,"EUR 0,2655","-1,67%",16:12 CET,https://live.euronext.com/pt/product/equities/FR0014005SB3-XPAR
Fortinet Inc,1FTNT,BGEM,"EUR 65,27","-2,16%",17:35 CET,https://live.euronext.com/pt/product/equities/US34959E1091-BGEM
Fortive Corp,1FTV,BGEM,"EUR 44,47","-0,40%",15 Jul 2025,https://live.euronext.com/pt/product/equities/US34959J1088-BGEM
FORTUM,2FORT,MTAH,"EUR 13,54",-,28 Jan 2025,https://live.euronext.com/pt/product/equities/FI0009007132-MTAH
FORTUM,1FORT,BGEM,"EUR 18,90","0,03%",12 Jan 2026,https://live.euronext.com/pt/product/equities/FI0009007132-BGEM
FORTUM,4FORT,ETLX,"EUR 15,595",-,29 Sep 2025,https://live.euronext.com/pt/product/equities/FI0009007132-ETLX
FORVIA,2FRVIA,MTAH,"EUR 13,685","-1,41%",18:02 CET,https://live.euronext.com/pt/product/equities/FR0000121147-MTAH
FORVIA,4FRVIA,ETLX,"EUR 14,50","1,68%",14 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000121147-ETLX
FORVIA,FRVIA,XPAR,"EUR 13,99","-1,96%",17:36 CET,https://live.euronext.com/pt/product/equities/FR0000121147-XPAR
FORVIA,1FRVIA,BGEM,"EUR 13,88","-4,38%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0000121147-BGEM
FOUNTAIN,FOU,XBRU,"EUR 1,45",-,11:30 CET,https://live.euronext.com/pt/product/equities/BE0003752665-XBRU
FOUNTAINE PAJOT,ALFPC,ALXP,"EUR 102,40","0,20%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0010485268-ALXP
Fox Corp,1FOXA,BGEM,"EUR 62,50","-0,79%",23 Dec 2025,https://live.euronext.com/pt/product/equities/US35137L1052-BGEM
Fox Corp B,1FOX,BGEM,"EUR 56,00",-,08 Jan 2026,https://live.euronext.com/pt/product/equities/US35137L2043-BGEM
FOYER,,VPXB,"EUR 64,01",-,15 Mar 2022,https://live.euronext.com/pt/product/equities/NSCEX0000018-VPXB
FRANCAISE ENERGIE,FDE,XPAR,"EUR 32,75","-0,46%",17:35 CET,https://live.euronext.com/pt/product/equities/FR0013030152-XPAR
FRANCE TOURISME,MLFTI,XMLI,"EUR 0,0525",-,11:30 CET,https://live.euronext.com/pt/product/equities/FR0010823724-XMLI
FRANCHETTI,FCH,EXGM,"EUR 5,05","1,82%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005508574-EXGM
FRANCHI UMB MARMI,FUM,EXGM,"EUR 3,93","-2,72%",15:52 CET,https://live.euronext.com/pt/product/equities/IT0005335754-EXGM
Franklin,1BEN,BGEM,"EUR 22,20","1,37%",10:34 CET,https://live.euronext.com/pt/product/equities/US3546131018-BGEM
FRAPORT,1FRA,BGEM,"EUR 73,20","1,88%",15 Jan 2026,https://live.euronext.com/pt/product/equities/DE0005773303-BGEM
FRAPORT,4FRA,ETLX,"EUR 71,25","0,92%",12 Dec 2025,https://live.euronext.com/pt/product/equities/DE0005773303-ETLX
FRAPORT,2FRA,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/DE0005773303-MTAH
FREELANCE.COM,ALFRE,ALXP,"EUR 2,54","2,42%",17:28 CET,https://live.euronext.com/pt/product/equities/FR0004187367-ALXP
Freenet AG,1FNTN,BGEM,"EUR 29,58","10,37%",15 Dec 2025,https://live.euronext.com/pt/product/equities/DE000A0Z2ZZ5-BGEM
FREEPORT-MCMORAN,2FCX,MTAH,"EUR 50,27","0,73%",12 Jan 2026,https://live.euronext.com/pt/product/equities/US35671D8570-MTAH
FREEPORT-MCMORAN,1FCX,BGEM,"EUR 50,44","-2,63%",17:35 CET,https://live.euronext.com/pt/product/equities/US35671D8570-BGEM
FREEPORT-MCMORAN,4FCX,ETLX,"EUR 34,74","-1,32%",04 Nov 2025,https://live.euronext.com/pt/product/equities/US35671D8570-ETLX
FRENDY ENERGY,FRE,EXGM,"EUR 0,22",-,15 Jan 2026,https://live.euronext.com/pt/product/equities/IT0004819857-EXGM
FRESENIUS,2FRE,MTAH,"EUR 52,18","2,96%",12 Jan 2026,https://live.euronext.com/pt/product/equities/DE0005785604-MTAH
FRESENIUS,4FRE,ETLX,"EUR 48,20","0,65%",06 Jan 2026,https://live.euronext.com/pt/product/equities/DE0005785604-ETLX
FRESENIUS,1FRE,BGEM,"EUR 50,02","-3,29%",15 Jan 2026,https://live.euronext.com/pt/product/equities/DE0005785604-BGEM
FRESENIUS MED CARE,2FME,MTAH,"EUR 48,69","-2,97%",05 Jun 2025,https://live.euronext.com/pt/product/equities/DE0005785802-MTAH
FRESENIUS MED CARE,4FME,ETLX,"EUR 52,24","-2,39%",22 May 2025,https://live.euronext.com/pt/product/equities/DE0005785802-ETLX
FRESENIUS MED CARE,1FME,BGEM,"EUR 37,14","0,81%",09:34 CET,https://live.euronext.com/pt/product/equities/DE0005785802-BGEM
FRESHPET INC,1FRPT,BGEM,"EUR 44,64","-1,83%",30 Oct 2025,https://live.euronext.com/pt/product/equities/US3580391056-BGEM
FRESHWORKS INC-CL,1FRSH,BGEM,"EUR 10,00","-1,96%",15 Jan 2026,https://live.euronext.com/pt/product/equities/US3580541049-BGEM
FREY,FREY,XPAR,"EUR 29,80",-,11:30 CET,https://live.euronext.com/pt/product/equities/FR0010588079-XPAR
FRIENDS,AMI,EXGM,"EUR 1,255","-1,95%",17:04 CET,https://live.euronext.com/pt/product/equities/IT0005664641-EXGM
FRONTLINE,FRO,XOSL,"NOK 267,20","3,13%",16:43 CET,https://live.euronext.com/pt/product/equities/CY0200352116-XOSL
FSDV,FSDV,XPAR,"EUR 18,00",-,11:30 CET,https://live.euronext.com/pt/product/equities/FR0000031973-XPAR
FUCHS SE,1FPE,BGEM,"EUR 37,90","-2,57%",23 Sep 2025,https://live.euronext.com/pt/product/equities/DE000A3E5D64-BGEM
FUELCELL ENERGY,2FEY2,MTAH,"EUR 6,659","1,96%",07 Jan 2026,https://live.euronext.com/pt/product/equities/US35952H7008-MTAH
FUELCELL ENERGY,4FEY2,ETLX,"EUR 5,487","1,59%",28 Nov 2025,https://live.euronext.com/pt/product/equities/US35952H7008-ETLX
FUELCELL ENERGY,1FEY2,BGEM,"EUR 6,83","8,19%",17:24 CET,https://live.euronext.com/pt/product/equities/US35952H7008-BGEM
FUGRO,2FUR,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/NL00150003E1-MTAH
FUGRO,FUR,XAMS,"EUR 9,53","-0,73%",17:36 CET,https://live.euronext.com/pt/product/equities/NL00150003E1-XAMS
FUT.CLUBE PORTO,FCP,XLIS,"EUR 3,80",-,12 Jan 2026,https://live.euronext.com/pt/product/equities/PTFCP0AM0008-XLIS
G.A.I.,MLGAI,XMLI,"EUR 145,00","-25,26%",05 Jan 2026,https://live.euronext.com/pt/product/equities/FR0000053415-XMLI
G.M. LEATHER,GML,EXGM,"EUR 0,885","-1,12%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005498610-EXGM
GABETTI,GAB,MTAA,"EUR 0,65",-,17:35 CET,https://live.euronext.com/pt/product/equities/IT0005023038-MTAA
GAIASHOPPING - SIC,MLGSH,ENXL,-,-,-,https://live.euronext.com/pt/product/equities/PTGHP0AM0005-ENXL
gAIn360,GAIN,EXGM,"EUR 1,66","3,75%",12 Dec 2025,https://live.euronext.com/pt/product/equities/IT0005672461-EXGM
GALAPAGOS,2GLPG,MTAH,"EUR 24,30",-,06 Jun 2024,https://live.euronext.com/pt/product/equities/BE0003818359-MTAH
GALAPAGOS,4GLPG,ETLX,"EUR 27,50","-2,55%",29 Aug 2025,https://live.euronext.com/pt/product/equities/BE0003818359-ETLX
GALAPAGOS,GLPG,"XAMS, XBRU","EUR 28,98","-1,23%",17:35 CET,https://live.euronext.com/pt/product/equities/BE0003818359-XAMS
GALAXY DIGITAL A,1GLXY,BGEM,"EUR 28,80","9,09%",17:29 CET,https://live.euronext.com/pt/product/equities/US36317J2096-BGEM
Galderma Group,1GALD,BGEM,"EUR 169,00","-2,87%",15 Jan 2026,https://live.euronext.com/pt/product/equities/CH1335392721-BGEM
GALENICA,1GALE,BGEM,"EUR 103,00","-1,91%",05 Jan 2026,https://live.euronext.com/pt/product/equities/CH0360674466-BGEM
GALEO,MLGAL,XMLI,"EUR 2,16","-13,60%",15 Jan 2026,https://live.euronext.com/pt/product/equities/FR0011100759-XMLI
GALP ENERGIA-NOM,GALP,XLIS,"EUR 16,15","0,12%",16:35 WET,https://live.euronext.com/pt/product/equities/PTGAL0AM0009-XLIS
GALP ENERGIA-NOM,2GALP,MTAH,-,-,-,https://live.euronext.com/pt/product/equities/PTGAL0AM0009-MTAH
GAMBERO ROSSO,GAMB,EXGM,"EUR 0,26","1,56%",17:35 CET,https://live.euronext.com/pt/product/equities/IT0005122392-EXGM
GAMESTOP CORP,1GME,BGEM,"EUR 18,458","1,15%",15:35 CET,https://live.euronext.com/pt/product/equities/US36467W1099-BGEM
GAMESTOP CORP,2GME,MTAH,"EUR 18,608","-2,98%",10 Dec 2025,https://live.euronext.com/pt/product/equities/US36467W1099-MTAH
